x0000,y0000
1702,793,
1703,788,
1704,784,
1705,779,
1706,791,
1707,776,
1708,759,
1709,764,
1710,750,
1711,753,
1712,746,
1713,746,
1714,745,
1715,740,
1716,728,
1717,731,
1718,730,
1719,700,
1720,718,
1721,708,
1722,694,
1723,706,
1724,698,
1725,692,
1726,680,
1727,680,
1728,675,
1729,680,
1730,670,
1731,669,
1732,665,
1733,665,
1734,664,
1735,664,
1736,660,
1737,662,
1738,643,
1739,637,
1740,645,
1741,643,
1742,601,
1743,634,
1744,620,
1745,611,
1746,611,
1747,613,
1748,604,
1749,619,
1750,601,
1751,599,
1752,602,
1753,607,
1754,590,
1755,594,
1756,594,
1757,581,
1758,586,
1759,587,
1760,560,
1761,575,
1762,555,
1763,568,
1764,560,
1765,542,
1766,553,
1767,552,
1768,543,
1769,545,
1770,535,
1771,528,
1772,543,
1773,540,
1774,535,
1775,525,
1776,521,
1777,511,
1778,511,
1779,527,
1780,516,
1781,518,
1782,503,
1783,494,
1784,505,
1785,468,
1786,495,
1787,497,
1788,491,
1789,497,
1790,487,
1791,495,
1792,495,
1793,487,
1794,485,
1795,495,
1796,488,
1797,498,
1798,487,
1799,473,
1800,461,
1801,456,
1802,478,
1803,453,
1804,453,
1805,457,
1806,449,
1807,456,
1808,443,
1809,455,
1810,447,
1811,444,
1812,437,
1813,440,
1814,434,
1815,429,
1816,444,
1817,429,
1818,432,
1819,429,
1820,419,
1821,431,
1822,412,
1823,422,
1824,408,
1825,407,
1826,408,
1827,410,
1828,408,
1829,394,
1830,391,
1831,395,
1832,395,
1833,397,
1834,392,
1835,390,
1836,373,
1837,382,
1838,394,
1839,385,
1840,372,
1841,384,
1842,354,
1843,370,
1844,367,
1845,376,
1846,369,
1847,373,
1848,355,
1849,360,
1850,355,
1851,365,
1852,368,
1853,356,
1854,358,
1855,354,
1856,355,
1857,350,
1858,347,
1859,350,
1860,338,
1861,340,
1862,342,
1863,328,
1864,330,
1865,327,
1866,332,
1867,327,
1868,326,
1869,325,
1870,328,
1871,319,
1872,337,
1873,323,
1874,317,
1875,304,
1876,308,
1877,313,
1878,304,
1879,308,
1880,320,
1881,302,
1882,308,
1883,311,
1884,297,
1885,295,
1886,291,
1887,298,
1888,293,
1889,292,
1890,280,
1891,294,
1892,294,
1893,268,
1894,291,
1895,286,
1896,278,
1897,270,
1898,283,
1899,271,
1900,274,
1901,275,
1902,267,
1903,263,
1904,273,
1905,276,
1906,258,
1907,248,
1908,261,
1909,255,
1910,263,
1911,265,
1912,256,
1913,240,
1914,232,
1915,250,
1916,238,
1917,238,
1918,237,
1919,242,
1920,242,
1921,239,
1922,229,
1923,235,
1924,229,
1925,231,
1926,235,
1927,224,
1928,214,
1929,234,
1930,224,
1931,224,
1932,226,
1933,213,
1934,208,
1935,220,
1936,211,
1937,214,
1938,219,
1939,221,
1940,201,
1941,206,
1942,202,
1943,212,
1944,203,
1945,206,
1946,177,
1947,194,
1948,201,
1949,200,
1950,209,
1951,209,
1952,193,
1953,210,
1954,186,
1955,195,
1956,196,
1957,191,
1958,189,
1959,188,
1960,183,
1961,183,
1962,183,
1963,179,
1964,182,
1965,184,
1966,173,
1967,182,
1968,177,
1969,164,
1970,174,
1971,176,
1972,171,
1973,169,
1974,172,
1975,163,
1976,165,
1977,164,
1978,160,
1979,168,
1980,171,
1981,159,
1982,163,
1983,156,
1984,158,
1985,162,
1986,147,
1987,156,
1988,150,
1989,153,
1990,153,
1991,151,
1992,141,
1993,149,
1994,143,
1995,147,
1996,152,
1997,145,
1998,133,
1999,141,
2000,139,
2001,141,
2002,145,
2003,135,
2004,135,
2005,140,
2006,130,
2007,137,
2008,131,
2009,134,
2010,114,
2011,119,
2012,132,
2013,135,
2014,124,
2015,115,
2016,124,
2017,126,
2018,123,
2019,123,
2020,123,
2021,119,
2022,118,
2023,107,
2024,126,
2025,116,
2026,111,
2027,119,
2028,120,
2029,111,
2030,118,
2031,111,
2032,110,
2033,113,
2034,113,
2035,112,
2036,110,
2037,115,
2038,112,
2039,117,
2040,103,
2041,106,
2042,108,
2043,88,
2044,98,
2045,107,
2046,101,
