x0000,y0000
1948,-20,
1949,-19,
1950,-12,
1951,-16,
1952,-15,
1953,-12,
1954,-25,
1955,-15,
1956,-14,
1957,-13,
1958,-16,
1959,-17,
1960,-19,
1961,-13,
1962,-17,
1963,-15,
1964,-12,
1965,-13,
1966,-22,
1967,-13,
1968,-16,
1969,-16,
1970,-13,
1971,-16,
1972,-10,
1973,-10,
1974,-14,
1975,-15,
1976,-12,
1977,-18,
1978,-14,
1979,-12,
1980,-11,
1981,-14,
1982,-11,
1983,-24,
1984,-12,
1985,-13,
1986,-29,
1987,-25,
1988,-20,
1989,-15,
1990,-14,
1991,-16,
1992,-22,
1993,-18,
1994,-21,
1995,-19,
1996,-8,
1997,-13,
1998,-17,
1999,-18,
2000,-21,
2001,-17,
2002,-17,
2003,-18,
2004,-19,
2005,-14,
2006,-24,
2007,-14,
2008,-18,
2009,-14,
2010,-28,
2011,-24,
2012,-17,
2013,-15,
2014,-20,
2015,-28,
2016,-16,
2017,-16,
2018,-14,
2019,-17,
2020,-25,
2021,-12,
2022,-12,
2023,-15,
2024,-8,
2025,-17,
2026,-22,
2027,-15,
2028,-14,
2029,-18,
2030,-10,
2031,-17,
2032,-17,
2033,-14,
2034,-18,
2035,-13,
2036,-14,
2037,-21,
2038,-19,
2039,-13,
2040,-13,
2041,-12,
2042,-10,
2043,-26,
2044,-19,
2045,-13,
2046,-16,
